row_id,order_id,order_date_key,ship_date_key,customer_key,region_key,product_key,order_priority,ship_mode,order_quantity,sales,discount,profit,unit_price,shipping_cost,profit_margin_pct,shipping_days
3096,22208,20091013,20091015,316,7,730,High,Regular Air,37,1138.43,0.01,18.59,30.97,4.0,0.016329506425515842,2
3097,22208,20091013,20091015,316,7,45,High,Regular Air,50,5271.0455,0.08,1379.76,125.99,7.69,0.26176211152038054,2
3106,22279,20091222,20091225,315,7,230,Not Specified,Regular Air,43,2463.6,0.03,1040.65,54.96,10.75,0.4224102938788765,3
3231,23174,20120726,20120728,328,7,198,Low,Delivery Truck,16,3549.9,0.06,44.8,216.6,64.2,0.012620073804895911,2
3232,23174,20120726,20120802,328,7,1043,Low,Regular Air,8,138.24,0.03,-60.04,16.74,7.04,-0.4343171296296296,7
3259,23333,20090805,20090806,312,7,793,Medium,Regular Air,44,634.12,0.04,-21.65,14.42,6.75,-0.03414180281334763,1
3260,23333,20090805,20090807,312,7,723,Medium,Regular Air,32,196.84,0.04,-69.29,5.98,5.79,-0.35201178622231255,2
3261,23333,20090805,20090806,312,7,403,Medium,Regular Air,16,886.89,0.03,-23.83,65.99,8.99,-0.026869172050648895,1
3456,24640,20110129,20110130,327,7,655,Medium,Delivery Truck,12,1379.98,0.06,-151.73,113.98,30.0,-0.10995086885317178,1
3516,25056,20100921,20100923,319,7,78,Not Specified,Regular Air,41,295.12,0.0,-151.93,6.48,8.19,-0.5148075359175929,2
3665,26244,20100803,20100805,312,7,919,High,Regular Air,16,131.72,0.09,-42.61,8.46,3.62,-0.3234892195566353,2
3816,27201,20120725,20120725,321,7,39,High,Delivery Truck,10,5056.89,0.02,789.05,500.98,26.0,0.15603463789008656,0
3817,27201,20120725,20120725,321,7,818,High,Delivery Truck,45,3500.1,0.01,-2661.32,70.89,89.3,-0.7603554184166167,0
3897,27808,20100126,20100202,320,7,188,Low,Express Air,9,196.12,0.01,4.41,20.89,1.99,0.022486232918621254,7
4173,29573,20120116,20120118,312,7,439,Critical,Regular Air,43,792.21,0.05,42.24,18.97,9.54,0.05331919566781535,2
4203,29862,20110619,20110621,325,7,76,Medium,Regular Air,34,214.64,0.08,-76.88,6.48,5.86,-0.3581811405143496,2
4276,30433,20100609,20100609,323,7,298,Medium,Express Air,17,253.38,0.0,-35.78,13.9,7.59,-0.141210829584024,0
4284,30532,20111126,20111127,329,7,101,High,Regular Air,28,431.37,0.03,-28.67,15.22,9.73,-0.066462665461205,1
4285,30532,20111126,20111127,329,7,621,High,Express Air,23,262.31,0.04,27.55,11.09,5.25,0.10502840150966414,1
4286,30532,20111126,20111128,329,7,120,High,Regular Air,45,514.03,0.05,82.19,11.34,5.01,0.1598933914362975,2
4287,30532,20111126,20111128,329,7,566,High,Delivery Truck,9,1696.7,0.04,-82.81,180.98,23.58,-0.048806506748393944,2
4297,30597,20120805,20120807,320,7,708,High,Regular Air,18,93.02,0.07,20.01,5.08,2.03,0.21511502902601592,2
4298,30597,20120805,20120806,320,7,560,High,Regular Air,42,639.84,0.03,-95.76,15.14,4.53,-0.14966241560390098,1
4349,30981,20110215,20110219,323,7,369,Low,Delivery Truck,29,7837.44,0.1,1817.76,279.81,23.19,0.2319328760411563,4
4350,30981,20110215,20110217,323,7,741,Low,Delivery Truck,22,3653.22,0.09,-116.02,180.98,30.0,-0.03175828447232852,2
4455,31751,20110526,20110528,317,7,509,High,Express Air,31,413.12,0.1,-10.22,14.27,7.27,-0.024738574748257167,2
4473,31873,20091108,20091113,330,7,1023,Low,Regular Air,2,141.59,0.05,-91.09,70.97,3.5,-0.6433363938131224,5
4474,31873,20091108,20091115,330,7,783,Low,Regular Air,14,2465.5015,0.06,13.01,205.99,8.99,0.005276816907229625,7
4475,31873,20091108,20091115,330,7,1044,Low,Regular Air,50,8558.4715,0.06,2539.46,205.99,8.99,0.2967188708871672,7
4476,31873,20091108,20091115,330,7,438,Low,Regular Air,42,236.89,0.0,-125.29,5.28,6.26,-0.5288952678458356,7
4492,32000,20120913,20120915,329,7,340,Low,Regular Air,49,162.16,0.05,24.95,3.29,1.35,0.15386038480513073,2
4493,32000,20120913,20120920,329,7,481,Low,Delivery Truck,26,15168.82,0.02,-1096.78,550.98,147.12,-0.07230489912860723,7
4597,32737,20091028,20091030,329,7,258,High,Regular Air,14,367.11,0.09,116.8,28.53,1.49,0.3181607692517229,2
4918,35012,20120608,20120608,313,7,166,Medium,Regular Air,10,126.79,0.04,-16.38,11.97,4.98,-0.12918999921129426,0
4919,35012,20120608,20120609,313,7,781,Medium,Regular Air,11,1770.2015,0.08,-165.95,195.99,4.2,-0.09374638988838276,1
4922,35042,20101202,20101203,312,7,88,Not Specified,Regular Air,23,1196.86,0.06,-12.51,50.98,6.5,-0.010452350316661932,1
5009,35713,20121017,20121017,319,7,258,Medium,Regular Air,49,1355.47,0.04,590.04,28.53,1.49,0.43530288387053934,0
5082,36229,20120921,20120924,327,7,106,Not Specified,Regular Air,12,1465.29,0.02,373.5,120.97,7.11,0.25489834776733616,3
5083,36229,20120921,20120923,327,7,100,Not Specified,Delivery Truck,24,3590.33,0.01,-31.73,146.34,43.75,-0.008837627738954358,2
5199,36933,20110712,20110713,317,7,1045,High,Regular Air,32,115.81,0.07,47.56,3.69,0.5,0.4106726534841551,1
5219,37152,20110522,20110524,313,7,655,Medium,Delivery Truck,39,4647.69,0.02,182.53,113.98,30.0,0.039273273389576334,2
5220,37152,20110522,20110524,313,7,858,Medium,Regular Air,45,2503.3265,0.04,447.12,65.99,8.8,0.17861034108015875,2
5228,37223,20111110,20111114,329,7,20,Low,Express Air,21,2731.73,0.07,310.59,155.99,8.99,0.1136971809073371,4
5229,37223,20111110,20111117,329,7,1046,Low,Regular Air,40,679.52,0.09,-152.4,17.7,9.47,-0.22427595950082413,7
5230,37223,20111110,20111115,329,7,1047,Low,Regular Air,38,5176.27,0.01,-743.45,135.31,35.0,-0.14362658825756772,5
5237,37254,20090918,20090919,201,7,1048,High,Regular Air,28,739.94,0.01,370.23,26.17,1.39,0.5003513798416087,1
5260,37441,20090224,20090225,201,7,71,Critical,Delivery Truck,46,14740.51,0.0,3407.73,300.98,164.73,0.23118128205876187,1
5261,37441,20090224,20090226,201,7,361,Critical,Regular Air,1,3.77,0.09,-1.84,2.94,0.96,-0.4880636604774536,2
5359,38084,20090320,20090322,329,7,1024,Not Specified,Regular Air,11,100.36,0.02,18.41,9.11,2.15,0.18343961737744122,2
5360,38084,20090320,20090322,329,7,774,Not Specified,Regular Air,33,404.91,0.06,65.63,12.64,4.98,0.16208540169420363,2
5527,39168,20120517,20120520,322,7,737,High,Regular Air,22,809.91,0.07,321.67,37.7,2.99,0.39716758652195927,3
5528,39168,20120517,20120519,322,7,471,High,Regular Air,50,1027.66,0.0,184.07,19.98,8.68,0.17911566082167252,2
5529,39168,20120517,20120519,322,7,373,High,Regular Air,30,301.38,0.06,5.08,10.48,2.89,0.01685579666865751,2
5555,39333,20100217,20100219,320,7,899,Critical,Regular Air,31,8955.34,0.1,2081.48,320.98,24.49,0.2324289195050104,2
5556,39333,20100217,20100217,320,7,725,Critical,Regular Air,18,95.22,0.01,-33.4,4.98,4.7,-0.3507666456626759,0
5583,39589,20090802,20090803,314,7,941,Critical,Regular Air,42,577.42,0.0,253.5,12.97,1.49,0.4390218558415019,1
5584,39589,20090802,20090802,314,7,999,Critical,Regular Air,20,95.08,0.06,39.91,4.91,0.5,0.4197517879680269,0
5640,39906,20090317,20090319,316,7,1042,Medium,Regular Air,25,82.21,0.04,15.25,3.38,1.09,0.18550054737866442,2
5666,40097,20090109,20090114,314,7,270,Low,Regular Air,47,117.88,0.1,-71.0,2.6,2.4,-0.6023074312860537,5
5685,40193,20120902,20120902,325,7,1018,High,Express Air,34,3130.2015,0.07,692.78,115.99,2.5,0.221321215263618,0
5693,40258,20090409,20090411,320,7,531,Not Specified,Regular Air,31,449.47,0.05,-190.49,14.81,13.32,-0.42381026542372124,2
5694,40258,20090409,20090410,320,7,365,Not Specified,Regular Air,29,80.61,0.08,-8.77,2.78,1.25,-0.10879543480957697,1
5721,40544,20090406,20090408,320,7,915,Low,Regular Air,39,2413.53,0.06,544.04,60.65,12.23,0.2254125699701267,2
5887,41765,20091209,20091211,329,7,538,Medium,Regular Air,41,204.99,0.03,-95.99,4.98,4.95,-0.46826674471925456,2
5949,42242,20090401,20090402,313,7,275,Not Specified,Express Air,23,265.31,0.09,-33.19,11.5,7.19,-0.12509894086163356,1
5950,42242,20090401,20090402,313,7,824,Not Specified,Regular Air,15,1444.88,0.1,236.61,100.97,7.18,0.16375754387907646,1
5951,42242,20090401,20090402,313,7,285,Not Specified,Regular Air,23,2287.1,0.07,231.49,99.99,19.99,0.10121551309518605,1
5974,42369,20100805,20100806,324,7,1049,Critical,Regular Air,44,786.26,0.01,274.98,17.48,1.99,0.3497316409330247,1
6022,42690,20100928,20101002,314,7,461,Low,Regular Air,44,18697.24,0.02,8918.74,420.98,19.99,0.4770083712890244,4
6023,42690,20100928,20101002,314,7,1043,Low,Regular Air,48,786.13,0.04,-236.12,16.74,7.04,-0.3003574472415504,4
6369,45184,20100617,20100626,329,7,776,Low,Regular Air,25,14647.26,0.07,5485.15,599.99,24.49,0.37448300910887083,9
6370,45184,20100617,20100624,329,7,675,Low,Regular Air,10,26.11,0.08,2.65,2.62,0.8,0.10149368058215243,7
6421,45632,20100510,20100511,320,7,956,Not Specified,Regular Air,50,442.31,0.02,231.68,8.34,0.96,0.5237955280233321,1
6499,46276,20121209,20121210,318,7,395,Critical,Regular Air,4,114.83,0.04,-52.62,28.48,1.99,-0.4582426195245145,1
6500,46276,20121209,20121211,318,7,287,Critical,Regular Air,23,16743.76,0.0,6079.63,699.99,24.49,0.3630982527222082,2
6551,46566,20120409,20120410,327,7,692,Medium,Regular Air,49,1534.7,0.07,258.25,31.11,3.6,0.16827392975825894,1
6770,48198,20091120,20091121,316,7,331,Critical,Delivery Truck,7,2813.34,0.1,-688.44,442.14,14.7,-0.2447055812663951,1
6771,48198,20091120,20091122,316,7,477,Critical,Regular Air,45,2682.8,0.01,860.22,60.22,3.5,0.3206426121962129,2
6802,48453,20090726,20090726,329,7,736,Medium,Regular Air,50,387.03,0.04,-7.73,7.96,4.95,-0.019972611942226704,0
6817,48518,20090402,20090404,321,7,532,Medium,Express Air,17,585.47,0.1,178.14,37.94,5.08,0.3042683655866227,2
6919,49349,20110601,20110601,314,7,120,High,Regular Air,11,123.34,0.07,0.64,11.34,5.01,0.005188908707637425,0
6920,49349,20110601,20110603,314,7,459,High,Delivery Truck,23,1642.47,0.01,-524.03,68.81,60.0,-0.31904996742710673,2
6952,49668,20091202,20091209,320,7,1050,Low,Regular Air,25,93.22,0.06,-15.37,3.74,0.94,-0.16487878137738682,7
7050,50309,20110315,20110322,238,7,959,Low,Regular Air,36,243.18,0.08,-314.22,6.98,9.69,-1.29212928694794,7
7349,52327,20111220,20111221,327,7,659,Medium,Regular Air,27,3853.47,0.1,21.5,152.48,6.5,0.005579386890257353,1
7350,52327,20111220,20111222,327,7,725,Medium,Regular Air,5,28.23,0.1,-14.69,4.98,4.7,-0.5203684024087849,2
7369,52516,20120105,20120105,321,7,735,High,Delivery Truck,50,4962.05,0.08,335.29,119.99,56.14,0.0675708628490241,0
7370,52516,20120105,20120108,321,7,804,High,Express Air,19,192.39,0.08,-31.67,10.23,4.68,-0.16461354540256773,3
7402,52800,20101010,20101011,317,7,613,Not Specified,Regular Air,13,26.08,0.1,-27.29,1.86,2.58,-1.0463957055214723,1
7508,53574,20120409,20120410,321,7,74,Medium,Regular Air,8,669.69,0.03,-297.02,80.98,35.0,-0.4435186429542026,1
7552,54023,20120722,20120723,318,7,183,Not Specified,Regular Air,45,405.6,0.07,-8.59,8.85,5.6,-0.021178500986193293,1
7709,55265,20090923,20090928,321,7,164,Low,Regular Air,39,706.3925,0.06,346.14,20.99,0.99,0.49001086506439406,5
7737,55398,20100120,20100122,315,7,44,Medium,Regular Air,24,154.99,0.07,-1085.52,4.48,49.0,-7.0038066972062705,2
7745,55458,20120316,20120318,330,7,489,High,Regular Air,32,115.78,0.07,-167.42,3.52,6.83,-1.446018310589048,2
7746,55458,20120316,20120318,330,7,932,High,Regular Air,13,210.22,0.0,-30.71,14.98,7.69,-0.14608505375321093,2
7801,55809,20110910,20110912,320,7,1051,Critical,Delivery Truck,2,250.7,0.03,-180.61,100.98,45.0,-0.7204228161148785,2
7969,56992,20100418,20100418,325,7,385,Not Specified,Regular Air,10,315.42,0.1,-41.26,30.98,17.08,-0.1308097140320842,0
8142,58210,20121206,20121207,327,7,338,Medium,Regular Air,38,144.03,0.03,-139.52,3.58,5.47,-0.9686870790807471,1
8148,58277,20090124,20090126,312,7,906,Medium,Regular Air,23,294.68,0.01,-23.35,11.7,6.96,-0.07923849599565631,2
8211,58720,20100307,20100307,323,7,843,Not Specified,Regular Air,43,2378.82,0.02,597.16,52.4,16.11,0.251032024280946,0
8212,58720,20100307,20100308,323,7,720,Not Specified,Express Air,6,202.62,0.02,13.87,30.98,8.74,0.06845326226433718,1
8230,58820,20100227,20100304,324,7,947,Low,Regular Air,24,307.49,0.01,61.51,12.2,6.02,0.200039025659371,5
178,1154,20120214,20120215,331,8,1023,Critical,Express Air,7,516.65,0.01,57.1,70.97,3.5,0.11051969418368335,1
207,1382,20100816,20100820,332,8,33,Low,Regular Air,5,89.335,0.06,-107.1,20.99,2.5,-1.1988582302568982,4
208,1382,20100816,20100823,332,8,983,Low,Regular Air,39,158.46,0.06,-130.66,3.98,5.26,-0.8245614035087718,7
209,1382,20100816,20100823,332,8,778,Low,Delivery Truck,31,7180.83,0.02,487.17,220.98,64.66,0.06784313233985487,7
211,1411,20091220,20091221,333,8,245,High,Delivery Truck,39,5748.2,0.09,-459.86,160.98,35.02,-0.08000069587001149,1
219,1444,20091205,20091207,305,8,911,Medium,Regular Air,2,21.44,0.02,-13.67,6.48,8.74,-0.6375932835820896,2
580,3942,20100627,20100628,334,8,56,Not Specified,Regular Air,22,1559.7755,0.03,-247.18,85.99,0.99,-0.15847152362631675,1
664,4647,20090513,20090514,335,8,325,Medium,Regular Air,7,1203.73,0.03,293.14,162.93,19.99,0.24352637219309978,1
665,4647,20090513,20090515,335,8,189,Medium,Regular Air,6,75.19,0.01,-6.61,11.58,5.72,-0.08791062641308685,2
707,4960,20110225,20110301,234,8,71,Low,Delivery Truck,30,8363.65,0.09,763.33,300.98,64.73,0.09126756858548601,4
1010,7367,20110605,20110612,336,8,865,Low,Regular Air,46,303.62,0.02,-59.98,6.48,2.74,-0.19754956853962188,7
1079,7938,20100313,20100314,335,8,800,Medium,Regular Air,34,334.66,0.05,132.56,9.93,1.09,0.3961035080380087,1
1142,8320,20090919,20090922,337,8,162,Not Specified,Regular Air,35,1142.36,0.02,72.78,30.73,4.0,0.06371021394306524,3
1203,8807,20100225,20100304,338,8,1052,Low,Regular Air,14,1379.3375,0.08,-78.54,125.99,4.2,-0.05694037898628871,7
1245,9062,20110320,20110323,339,8,547,High,Regular Air,19,1825.42,0.06,1193.19,99.23,8.99,0.6536523101532798,3
1308,9602,20121110,20121112,183,8,475,Critical,Delivery Truck,27,2654.16,0.01,600.93,90.97,28.0,0.22641061578804592,2
1310,9602,20121110,20121111,183,8,1053,Critical,Delivery Truck,15,1722.65,0.05,-399.67,114.98,51.42,-0.23200882361477956,1
1402,10209,20101129,20101129,340,8,91,Medium,Regular Air,14,461.55,0.09,-12.0,33.98,19.99,-0.025999350016249593,0
1425,10338,20110714,20110716,340,8,603,Not Specified,Delivery Truck,9,799.98,0.04,15.36,90.97,14.0,0.0192004800120003,2
1485,10688,20120512,20120513,341,8,148,Medium,Regular Air,14,618.84,0.05,-200.84,41.47,34.2,-0.32454269278004005,1
1553,11206,20091228,20100101,339,8,258,Low,Regular Air,6,177.67,0.03,39.63,28.53,1.49,0.22305397647323694,4
1601,11585,20090315,20090316,342,8,628,Medium,Regular Air,2,200.753,0.09,-605.37,125.99,8.99,-3.015496655093573,1
1796,12868,20110301,20110303,343,8,116,Critical,Regular Air,2,9.37,0.09,-5.26,4.48,1.22,-0.5613660618996799,2
1994,14215,20120713,20120714,337,8,812,Medium,Regular Air,44,2277.03,0.07,964.1,55.48,6.79,0.42340241454877625,1
2053,14662,20111116,20111117,337,8,1054,High,Regular Air,24,39.69,0.05,-1.78,1.68,1.0,-0.04484756865709247,1
2059,14727,20120719,20120722,344,8,763,Medium,Delivery Truck,50,8532.152,0.04,-513.79,212.6,52.2,-0.06021810206850511,3
2191,15781,20120903,20120904,345,8,593,High,Regular Air,29,824.51,0.01,0.9,27.48,4.0,0.0010915574098555507,1
2370,17157,20120919,20120923,111,8,1052,Low,Regular Air,31,3081.471,0.09,574.98,125.99,4.2,0.18659270199200317,4
2447,17795,20090401,20090403,346,8,876,Medium,Regular Air,1,17.62,0.06,-15.92,11.33,6.12,-0.9035187287173666,2
2832,20449,20100103,20100104,347,8,490,Medium,Regular Air,19,1216.5,0.1,162.18,67.28,19.99,0.13331689272503083,1
3054,21890,20110124,20110126,298,8,361,Not Specified,Regular Air,27,81.9,0.01,4.06,2.94,0.96,0.04957264957264956,2
3071,22020,20100517,20100518,348,8,28,Critical,Regular Air,37,498.28,0.01,10.18,13.48,4.51,0.020430280163763345,1
3087,22149,20110923,20110925,344,8,678,Low,Regular Air,47,191.13,0.07,38.11,4.26,1.2,0.19939308324177263,2
3216,23078,20110915,20110915,349,8,430,Medium,Regular Air,18,168.95,0.1,-15.9,9.78,5.76,-0.09411068363421131,0
3306,23619,20121221,20121222,347,8,222,Medium,Regular Air,7,1043.12,0.06,-52.5,150.98,13.99,-0.050329779891095945,1
3351,24003,20091031,20091102,350,8,264,Critical,Regular Air,49,87.44,0.06,1.33,1.76,0.7,0.015210430009149132,2
3352,24003,20091031,20091101,350,8,1055,Critical,Regular Air,50,1318.49,0.02,4.69,24.98,8.79,0.0035570994091726144,1
3564,25442,20120105,20120107,351,8,1056,High,Regular Air,32,1666.0,0.08,742.96,55.48,4.85,0.4459543817527011,2
3630,25927,20090422,20090424,111,8,869,Medium,Regular Air,43,945.9,0.08,105.7,22.01,5.53,0.11174542763505657,2
3664,26243,20110716,20110720,352,8,1057,Low,Regular Air,42,71.32,0.08,-4.9,1.82,1.0,-0.06870443073471678,4
3997,28515,20100630,20100701,82,8,954,High,Regular Air,33,750.86,0.0,302.12,21.38,2.99,0.40236528780331887,1
4180,29667,20090724,20090725,353,8,419,Not Specified,Regular Air,14,215.31,0.09,-51.75,15.28,10.91,-0.24035112163856764,1
4226,30023,20101015,20101024,354,8,789,Low,Regular Air,14,157.33,0.1,-76.34,11.35,8.6,-0.4852221445369605,9
4248,30215,20090226,20090227,355,8,810,Medium,Regular Air,20,125.84,0.1,18.42,6.88,2.0,0.14637635092180548,1
4468,31845,20121022,20121029,356,8,456,Low,Regular Air,11,114.55,0.05,28.61,10.06,2.06,0.24975993016150153,7
4638,32999,20090414,20090419,345,8,550,Low,Delivery Truck,14,1386.65,0.09,-193.58,100.98,35.84,-0.13960263945480114,5
5013,35777,20100908,20100910,357,8,1058,Critical,Regular Air,35,136.72,0.09,5.91,4.13,1.23,0.04322703335283792,2
5052,36005,20100917,20100921,358,8,932,Low,Express Air,1,29.65,0.05,-16.54,14.98,7.69,-0.557841483979764,4
5080,36196,20110806,20110807,359,8,322,Not Specified,Regular Air,6,62.03,0.09,17.31,9.77,6.02,0.2790585200709334,1
5084,36230,20090610,20090610,360,8,570,High,Regular Air,7,57.03,0.0,-31.38,7.28,3.52,-0.5502367175170962,0
5093,36294,20120820,20120822,361,8,170,Medium,Regular Air,46,611.16,0.04,100.22,12.95,4.98,0.1639832449767655,2
5158,36737,20100315,20100316,348,8,421,Not Specified,Regular Air,26,1462.1615,0.03,215.43,65.99,5.99,0.14733666561457132,1
5241,37287,20121101,20121106,362,8,958,Low,Regular Air,45,130.25,0.05,0.89,2.98,1.58,0.006833013435700576,5
5323,37831,20120726,20120728,363,8,404,Not Specified,Regular Air,30,453.87,0.08,76.59,15.98,4.0,0.1687487606583383,2
5400,38372,20100515,20100516,364,8,849,High,Regular Air,33,310.99,0.07,106.45,9.68,2.03,0.3422939644361555,1
5478,38912,20121028,20121104,365,8,539,Low,Regular Air,26,1514.9635,0.02,310.19,65.99,4.99,0.2047508075277061,7
5504,39040,20090521,20090522,353,8,846,Critical,Express Air,7,19.36,0.04,-1.0,1.98,0.7,-0.05165289256198347,1
5761,40896,20110902,20110903,366,8,677,Not Specified,Express Air,21,155.73,0.03,42.86,7.4,1.71,0.2752199319334746,1
5776,40994,20121009,20121011,367,8,498,High,Regular Air,42,793.04,0.1,323.08,20.98,1.49,0.4073943306768889,2
5864,41607,20091219,20091221,340,8,352,Medium,Regular Air,36,4115.74,0.1,1719.47,120.98,9.07,0.41777906281737914,2
5874,41666,20120303,20120304,368,8,382,Medium,Express Air,26,596.156,0.1,-97.92,28.99,8.59,-0.16425230979810657,1
5961,42306,20120914,20120916,369,8,1059,High,Regular Air,18,47.4,0.03,-63.03,2.28,5.2,-1.329746835443038,2
5994,42469,20121108,20121109,370,8,920,Not Specified,Regular Air,31,934.87,0.09,98.69,31.74,12.62,0.10556547969236364,1
6002,42528,20100223,20100225,371,8,937,Medium,Regular Air,46,161.28,0.01,56.73,3.49,0.76,0.35174851190476186,2
6049,42884,20100312,20100312,370,8,861,Not Specified,Delivery Truck,29,12098.87,0.04,-969.05,400.98,42.52,-0.0800942567363729,0
6116,43302,20110823,20110901,356,8,1060,Low,Regular Air,4,8.87,0.09,-5.14,1.95,1.63,-0.5794813979706878,9
6137,43460,20120611,20120612,353,8,401,Medium,Regular Air,2,25.09,0.07,-17.6,8.04,8.94,-0.7014746911119969,1
6206,43972,20100316,20100318,372,8,305,Low,Regular Air,12,714.391,0.0,-62.33,65.99,8.99,-0.08724913947684111,2
6211,44000,20121004,20121004,350,8,1061,Not Specified,Regular Air,15,502.8,0.0,-19.1,30.98,19.51,-0.03798727128082737,0
6488,46177,20101205,20101205,111,8,856,Low,Regular Air,33,468.46,0.01,-292.7,12.99,14.37,-0.6248132177773983,0
6773,48226,20090106,20090106,368,8,550,Low,Delivery Truck,23,2357.45,0.02,-108.8,100.98,35.84,-0.04615156206918493,0
6803,48455,20090602,20090603,298,8,1062,Critical,Regular Air,34,817.53,0.03,76.63,22.84,11.54,0.09373356329431336,1
6866,48929,20091022,20091023,373,8,1063,High,Regular Air,1,55.43,0.01,-48.91,35.44,19.99,-0.8823741656142883,1
6875,48994,20101022,20101024,359,8,758,Not Specified,Regular Air,6,1086.39,0.03,-311.23,167.27,35.0,-0.2864809138522998,2
7164,51111,20120209,20120211,374,8,238,Not Specified,Regular Air,1,61.098,0.02,-257.72,65.99,5.92,-4.218141346688927,2
7740,55425,20111101,20111102,375,8,658,Critical,Express Air,42,4373.8535,0.04,963.68,125.99,7.69,0.22032745266845355,1
7803,55815,20110113,20110114,363,8,1064,High,Express Air,28,2860.19,0.04,458.4,105.29,10.12,0.16026907303360965,1
7827,55940,20090429,20090430,310,8,495,Not Specified,Regular Air,29,2925.78,0.03,1041.29,100.98,7.18,0.3559016740834922,1
7858,56166,20100804,20100805,376,8,541,Critical,Delivery Truck,1,142.24,0.08,-62.19,100.89,42.0,-0.43721878515185597,1
8080,57638,20120422,20120424,359,8,57,Low,Regular Air,49,570.43,0.07,78.89,11.48,5.43,0.13829917781322862,2
8081,57638,20120422,20120424,359,8,583,Low,Regular Air,49,100.08,0.08,-85.58,2.08,2.56,-0.8551159072741806,2
8109,57890,20090226,20090228,377,8,812,Critical,Regular Air,15,803.04,0.08,282.32,55.48,6.79,0.3515640565849771,2
327,2244,20100108,20100110,378,6,161,Critical,Express Air,19,88.61,0.01,21.47,3.8,1.49,0.2422977090621826,2
455,3104,20100915,20100917,379,6,118,Medium,Regular Air,50,336.06,0.01,-240.78,6.48,8.88,-0.7164792001428316,2
456,3104,20100915,20100915,379,6,344,Medium,Express Air,24,380.38,0.06,7.29,15.94,5.45,0.019165045480834954,0
860,6179,20090602,20090603,378,6,430,Not Specified,Regular Air,50,477.53,0.09,197.76,9.78,1.39,0.41413104935815553,1
861,6179,20090602,20090604,378,6,104,Not Specified,Regular Air,15,2690.7515,0.0,234.61,200.99,8.08,0.08719125493379824,2
1624,11747,20100225,20100225,379,6,285,Medium,Regular Air,3,315.28,0.08,-261.55,99.99,19.99,-0.8295800558233952,0
1646,11877,20100523,20100524,379,6,247,Not Specified,Regular Air,19,796.14,0.03,320.07,41.94,2.99,0.40202728163388346,1
1647,11877,20100523,20100525,379,6,1065,Not Specified,Regular Air,31,142.96,0.09,33.59,4.73,1.52,0.23496082820369335,2
2139,15271,20100725,20100725,378,6,410,Critical,Regular Air,18,2389.3,0.01,589.38,128.24,12.65,0.24667475829740926,0
2140,15271,20100725,20100725,378,6,542,Critical,Regular Air,7,222.258,0.03,-77.9,35.99,1.25,-0.35049357053514385,0
3142,22561,20110120,20110122,379,6,594,Critical,Regular Air,7,128.62,0.07,-27.78,17.67,8.99,-0.21598507230601774,2
3143,22561,20110120,20110122,379,6,855,Critical,Regular Air,50,424.0,0.03,-19.77,8.67,3.5,-0.04662735849056604,2
3144,22561,20110120,20110122,379,6,191,Critical,Express Air,5,504.79,0.03,-245.09,99.99,19.99,-0.4855286356702787,2
3621,25860,20100102,20100104,378,6,739,Low,Express Air,9,740.2,0.05,239.94,83.98,5.01,0.32415563361253713,2
3622,25860,20100102,20100111,378,6,614,Low,Regular Air,23,1288.7785,0.07,-185.89,65.99,19.99,-0.14423735343195127,9
121,775,20110317,20110318,380,6,231,Critical,Regular Air,35,43.57,0.1,-19.17,1.26,0.7,-0.4399816387422539,1
122,775,20110317,20110319,380,6,678,Critical,Regular Air,8,31.87,0.1,-1.25,4.26,1.2,-0.03922183871979918,2
141,900,20090930,20091001,381,6,327,Not Specified,Regular Air,29,1193.65,0.07,507.58,40.98,2.99,0.42523352741590914,1
154,964,20110519,20110521,382,6,800,Medium,Regular Air,4,40.02,0.02,-1.28,9.93,1.09,-0.031984007996002,2
394,2722,20090408,20090412,349,6,1066,Low,Regular Air,46,1895.55,0.06,807.62,40.97,1.99,0.4260610376935454,4
454,3078,20100211,20100213,383,6,251,High,Delivery Truck,1,316.61,0.1,-187.29,291.73,48.8,-0.5915479612141119,2
496,3456,20100531,20100604,351,6,398,Low,Delivery Truck,20,5418.68,0.07,332.3,280.98,35.67,0.06132489831471871,4
518,3556,20120922,20120925,351,6,241,Not Specified,Regular Air,48,269.37,0.05,-103.55,5.74,5.01,-0.38441548799049635,3
542,3654,20120602,20120607,337,6,345,Low,Regular Air,39,7338.79,0.03,4031.62,204.1,13.99,0.5493575916465794,5
543,3654,20120602,20120602,337,6,369,Low,Delivery Truck,47,12569.31,0.1,3160.63,279.81,23.19,0.2514561260721551,0
546,3680,20121209,20121211,384,6,1067,Not Specified,Regular Air,27,177.95,0.09,-61.75,6.48,6.0,-0.34700758640067436,2
579,3942,20100627,20100628,334,6,487,Not Specified,Regular Air,11,225.14,0.08,-42.61,20.15,8.99,-0.18926001599005066,1
609,4162,20120209,20120213,385,6,220,Low,Regular Air,2,381.6,0.1,-319.02,193.17,19.99,-0.836006289308176,4
699,4896,20120821,20120821,386,6,753,Critical,Regular Air,25,831.52,0.07,259.47,35.41,1.99,0.3120430055801424,0
700,4896,20120821,20120823,386,6,1068,Critical,Express Air,10,1089.87,0.06,-124.51,125.99,5.99,-0.11424298310807712,2
708,4965,20101020,20101020,383,6,323,Low,Regular Air,14,1068.79,0.07,56.05,76.72,19.95,0.052442481684896,0
809,5830,20100324,20100325,387,6,195,Medium,Regular Air,49,2012.14,0.07,241.74,40.97,14.45,0.12014074567376028,1
